latitude,longitude,Review_num,Rating,Categories,Price,ADI_NATRANK,ADI_NATRANK_Category
34.08219,-118.34429,2.0,2.0,"Barbeque, American, Cocktail Bars",1.0,2.0,0.0
34.05241,-118.30071,2.0,1.0,Mexican,1.0,12.0,1.0
34.05241,-118.30071,2.0,1.0,Mexican,1.0,12.0,1.0
34.05241,-118.30071,2.0,1.0,Mexican,1.0,12.0,1.0
34.05241,-118.30071,2.0,1.0,Mexican,1.0,13.0,1.0
34.05241,-118.30071,2.0,1.0,Mexican,1.0,13.0,1.0
34.05536,-118.24879,1.0,1.0,"Latin American, Asian Fusion",2.0,,
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,7.0,0.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,9.0,0.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,2.0,0.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,12.0,1.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,12.0,1.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,24.0,2.0
34.06193,-118.3107,1.0,2.0,"Karaoke, Bars, Gastropubs",1.0,23.0,2.0
34.04517,-118.266675,0.0,2.0,"Latin American, Cocktail Bars",,4.0,0.0
34.04517,-118.266675,0.0,2.0,"Latin American, Cocktail Bars",,5.0,0.0
34.04517,-118.266675,0.0,2.0,"Latin American, Cocktail Bars",,10.0,1.0
34.08394517,-118.363314,1.0,2.0,Pizza,1.0,1.0,0.0
34.08394517,-118.363314,1.0,2.0,Pizza,1.0,1.0,0.0
34.08394517,-118.363314,1.0,2.0,Pizza,1.0,3.0,0.0
34.08394517,-118.363314,1.0,2.0,Pizza,1.0,9.0,0.0
34.08394517,-118.363314,1.0,2.0,Pizza,1.0,2.0,0.0
34.066669,-118.260819,1.0,2.0,"Pizza, Salad, Wine Bars",,12.0,1.0
